gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
si:dkey-28k24.2	0.592145822	4.507242823	11.08572243	3.74024851	8.732701801	16.85529388	61.31679724	144.8019744	494.7729291	297.5056772
si:dkey-28k24.2-1	4.130807005	10.92813872	10.43722183	7.06478687	40.75474967	25.41816087	63.90156369	137.5279436	391.0370418	294.0259281
si:dkey-28k24.2-2	0	0	0.327227462	0	0	0	0	0	1.175364352	0.679763443
si:dkey-29j8.1	0.133214324	0.375573128	3.22578153	3.505782402	6.528479677	11.33007534	13.27482154	86.88671046	115.7773762	71.44791389
si:dkey-29j8.1-1	0.191545194	1.376962448	0	0.119294727	0.809031891	0	4.539168733	0.687663341	9.838621237	0.851788721
si:dkey-29j8.2	41.04873651	106.2081372	95.53255714	77.81105691	136.3354308	138.4192788	307.4945875	223.1460545	161.8565639	73.53539916
si:dkey-29m1.2	0.11998464	1.951715039	1.81269026	1.373572987	1.239607545	0.689156224	4.473496731	15.96981317	100.4697577	123.6858344
si:dkey-29p23.1	15.57372215	18.83960409	40.81424583	26.75056044	43.97825422	34.93764426	505.982879	155.8047188	124.5900498	105.8818952
si:dkey-29p23.2	32.28870949	213.6326694	10.8238099	12.80053675	92.54907507	31.04910977	322.7713579	98.24521625	24.16950366	33.17187507
si:dkey-30f3.2	88.59894119	395.6565214	163.8336087	203.7531425	208.4041201	276.4493709	195.8626521	154.74971	176.3186852	52.5104763
si:dkey-31n13.4	4.698436223	16.62277686	34.25770684	21.35893575	33.56613879	43.3923263	86.32000809	123.8827155	291.006	366.0771747
si:dkey-3p4.1	0.67597378	1.831518878	1.92651472	2.736450127	2.417022286	7.683295879	28.95829807	57.32714985	32.08258734	62.50289233
si:dkey-3p4.7	46.92138077	265.0322682	141.8509042	110.8279286	202.1820938	288.5282403	503.5980023	794.5899445	517.7934597	316.5087578
si:dkey-3p4.8	43.38431594	125.306927	156.2456658	83.8030844	127.4332219	139.6883478	129.9613681	197.7295086	76.82934204	77.53525817
si:dkey-40j3.3	3.326905152	4.60942877	4.831098488	4.049634844	11.71255658	7.301688526	77.77751411	15.69635623	17.13600748	5.77038474
si:dkey-40n15.1	8.984237896	40.92830742	14.38739348	4.526362639	11.71807251	9.227257857	27.05650788	38.07369947	10.00658711	15.7396232
si:dkey-41c6.3	1.266853827	1.94046561	0.518152625	0.647557367	1.225678125	1.598632383	53.36026543	12.33757256	30.42094076	6.501581367
si:dkey-4e4.1	10.17808851	33.19285459	20.55088356	15.21139726	24.04671328	30.40387591	29.3531135	45.60636959	40.25834392	17.05288125
si:dkey-4e4.1-1	2.030794345	3.867869711	7.095899018	4.746166141	4.275576464	18.87021341	14.65746781	25.57219304	12.83125846	15.19310274
si:dkey-4j21.2	0.136232356	0	0	0	0.139456385	0	24.13218064	0	0	5.278387797
si:dkey-4j21.2-1	0	0	0	0	0.127408008	0.421496345	1.046025213	5.642154002	19.71714825	4.002302165
si:dkey-51d8.1	0	2.014134331	3.497185522	1.502719621	2.168444321	5.667665788	39.65568712	20.2758034	132.5436659	39.67570145
si:dkey-51d8.1-1	0	0	0	0.552402986	0.13245734	0	2.134765454	2.170609968	2.578438383	2.029172843
si:dkey-51d8.1-2	0	0	1.472213946	0	1.222651325	0.335200487	11.29604274	5.731534693	46.12894169	2.782621252
si:dkey-51d8.3	0.629094085	3.28907189	2.965995238	0	2.033231489	3.68747433	36.10470628	16.14447539	151.5121229	32.11552125
si:dkey-51d8.6	33.63006336	160.8741941	148.2776798	165.5462478	99.71254396	291.3973741	315.2378157	933.4942585	771.9129171	493.5921179
si:dkey-51d8.9	13.09733062	74.87755449	171.0945081	116.8636823	23.05608975	281.131797	595.9276681	688.8708374	715.0360241	603.2622667
si:dkey-54j5.2	18.31254968	142.2794098	19.09814485	19.79385805	20.55480255	28.31421579	130.8314901	40.89775911	20.86887362	21.50981448
si:dkey-56m15.2	1.631375445	1.652195451	3.724554754	4.589071596	5.835951784	1.87509481	26.94503839	26.69102331	146.9930916	52.37553031
si:dkey-56m15.3	0.898797824	0	0.340271907	0.849319561	1.612700159	1.273618702	7.388328344	8.655444242	0	0.542358187
si:dkey-56m15.5	16.58365576	38.93680819	77.30942054	40.61340424	60.44340977	87.19268065	330.3703455	275.1721685	306.6922764	134.5779659
si:dkey-56m15.6	5.10656496	12.35162356	9.288044529	6.51686662	16.04527544	13.3856392	34.62792447	51.41694296	13.55818569	17.62008481
si:dkey-56m15.7	0	0	0	0	0.309080781	0	0	0	0	0
si:dkey-56m15.8	7.963314184	20.4750446	21.93514344	17.67967416	37.65259564	45.20830041	37.99868733	73.63194392	67.45109645	15.30298146
si:dkey-56m15.9	0	0	0.346702116	0.176279786	1.361690242	1.11125864	3.620371881	7.253148005	18.71394744	15.33190478
si:dkey-57c22.1	3.855408923	14.43577511	7.352257748	4.280088488	10.6072734	8.847246243	113.2498379	16.3043596	7.01504456	2.233765058
si:dkey-57k17.1	181.8313617	973.4317333	398.2950543	319.1029377	571.6092361	507.7067756	334.0930694	782.7270849	494.9968589	245.3226998
si:dkey-59l11.10	0	0.939740548	2.828344594	1.383658513	1.716364503	1.245695705	6.693613388	14.21792508	10.73284157	13.99264264
si:dkey-59l11.7	0	0	0	0	0	0	0	0	0	0
si:dkey-5i16.5	5.779898995	10.6656292	15.02388131	7.526497574	20.16811789	26.63237744	89.56786941	81.64544085	49.32397314	71.15254593
si:dkey-5i16.5-1	11.09935801	22.43094441	40.07879588	17.24666895	25.87793077	34.12962853	141.4739669	58.24055395	55.72215875	42.79262561
si:dkey-61p9.9	0	1.157116623	1.217341582	1.554882097	0.409369107	3.737490362	153.076315	11.90310807	59.10885654	22.17010061
si:dkey-65l23.2	0	0	0	0	0	0	0	0	0	0
si:dkey-66k12.3	0	0.359137065	0	0	0	0	0	0	2.502502429	0
si:dkey-78o7.3	3.944226104	6.116697622	25.23921614	13.28202964	13.35711203	17.24792264	3.134085305	53.07169401	66.21705378	50.30178792
si:dkey-7j22.1	19.30388682	90.1071182	58.5533532	83.93924529	80.80806066	187.817715	156.3984164	366.6534335	203.2092291	208.9374938
si:dkey-7j22.2	138.9487242	490.80226	171.461386	137.8632431	244.5348807	229.1718289	267.070876	203.5598075	180.2841781	55.02191202
si:dkey-7j22.4	14.40646795	45.58779574	18.33373447	49.80382216	31.7983833	73.71191585	72.04240331	132.8338368	90.23893365	113.4231729
si:dkey-82i20.2	170.4521624	1356.261217	483.5587063	587.3767828	494.5408456	692.7004824	218.5442051	588.6349171	746.8074545	382.5868288
si:dkey-82i20.2-1	0.840882384	0.891739548	0.208659375	0.786542858	1.502153243	1.372789484	0	3.165954929	0.809126925	1.167269752
si:dkey-92j16.2	1.373214138	5.865462852	6.0056905	9.866727497	4.062048599	35.92785019	79.90462564	195.0625186	18.0921025	22.50073116
si:dkey-9i5.2	0	0	0	0	0	0	0	0	0	0
si:dkey-9p20.18	0	0	0	0	0	0	0	0	0	0
si:dkeyp-100h4.1	0.207710202	2.300401768	0.604587487	0.491281345	4.275886374	3.49868466	14.1491244	25.74136716	22.82247785	35.3336831
si:dkeyp-100h4.2	0	0.204624513	0	0	0	0	0	0	0	0.506431722
si:dkeyp-100h4.4	0	0	0	0	0	0.205735916	0	0	0	0
si:dkeyp-100h4.7	0	0	0	0	0	0	0	0	0	0
si:dkeyp-100h4.8	0	0.818947951	0	0	0.249183921	0	0	0	0	0
si:dkeyp-107f9.1	0	0	0	0	0	0	0	0	0	0
si:dkeyp-107f9.2	0	0	0	0	0	0	0	0	0	0
si:dkeyp-107f9.4	2.282462115	3.709159718	5.024661435	3.647819663	4.837236959	3.370128725	12.24373135	1.663184482	1.836704032	2.217295033
si:dkeyp-33c10.7	0.662143386	1.090866882	3.22862354	1.288208338	6.848716472	9.241340557	104.1627947	62.11809914	139.6343823	53.67200962
si:dkeyp-35e5.10	104.37018	647.7763849	273.9876156	336.9139466	268.8860253	405.1162163	119.3972797	238.4330279	214.8292181	58.4012399
si:dkeyp-35e5.5	0.359077229	0.594690566	4.173741209	2.334220225	10.04092246	27.59012569	73.50733332	68.73127855	259.7209511	115.9326688
si:dkeyp-35e5.9	106.991813	339.0727473	260.2472752	98.45829693	218.7529548	291.9321711	164.2579358	211.7471421	230.857652	83.23683493
si:dkeyp-44b5.4	0.1619302	0	0	0.393437476	0.402074477	0.133875984	0	0.709672839	0	0.687474238
si:dkeyp-44b5.4-1	0.102282951	0.461995998	0.438837535	0	1.641630238	0	0	0	0	2.206066572
si:dkeyp-44b5.5	29.10540582	93.83906066	66.03939503	30.15664285	89.03291225	72.49285944	48.88115603	80.3380061	23.1036282	14.88253802
si:dkeyp-44d3.1	4.330152598	25.42279704	16.92741058	10.12721376	27.66086787	27.28304223	10.04510094	40.21911048	57.77220024	12.1637886
si:dkeyp-44d3.3	8.341217313	22.22245842	29.28563775	37.42834439	36.32574936	79.04155062	31.5128174	246.1198548	151.0273358	90.54045218
si:dkeyp-44d3.5	0.133214324	0.583446573	3.962899834	6.649489302	3.222427828	18.18158304	20.20519963	46.36826487	317.4491967	46.24340178
si:dkeyp-4c4.1	2.062071195	2.26682716	6.661315482	4.399503041	128.7514029	23.43054655	1382.871928	332.7271888	204.1247674	156.2529705
si:dkeyp-53e4.1	24.12092403	126.5991264	57.13773611	49.31402788	55.99766503	67.04518586	174.6228507	92.01029516	12.52063745	17.15813896
si:dkeyp-53e4.2	5.878346534	39.09053307	1.952963789	0.357294528	24.5372648	1.737828421	22.34782246	1.020824819	8.109031745	0
si:dkeyp-53e4.4	24.0020858	60.19038306	112.937182	65.58241593	72.39301661	79.45139808	298.6259945	315.4655514	419.025225	423.700374
si:dkeyp-5g9.1	1.871896846	3.902955585	4.02914368	3.128035758	5.922994101	8.509034136	9.863802461	51.73077094	80.75385276	42.90459874
si:dkeyp-77c4.5	4.43765231	14.35054949	6.741324322	2.727658131	6.293650182	8.162019701	113.822306	13.47418019	16.23805497	8.801751488
si:dkeyp-82b4.2	8.687099898	12.7360159	48.78817864	15.37491568	154.61325	20.3197237	860.3029061	223.6472038	49.69743805	141.8001019
si:dkeyp-82b4.3	1.763675352	3.520811232	7.177064572	1.814388002	4.619937251	7.671837062	89.6915156	18.15812799	16.36575699	9.468950659
si:dkeyp-82b4.4	0	0	0	0	0	0	0	0	0	0
si:dkeyp-82b4.6	0.195141001	2.692736049	2.015140188	1.553835817	2.698589124	2.167059414	0	3.177995843	0	0.717771966
si:dkeyp-82b4.6-1	2.414914337	11.00794703	1.790719841	2.609424939	7.866926022	8.208144097	16.15200628	13.57481298	3.3910446	0.79264427
si:dkeyp-82h4.1	0.445064479	17.66013607	1.389150846	1.537614369	5.879011566	4.283140253	106.0398933	21.27540728	38.00565783	32.02091155
si:dkeyp-82h4.3	16.38412731	109.4370979	51.90391548	56.5442483	76.54899097	102.6139093	131.1069869	156.7001732	151.5730041	46.17477423
si:dkeyp-85d8.5	10.79071044	20.31421177	23.62765096	33.53128337	36.54862813	64.82674245	88.34655469	185.2651652	104.6921979	73.10770625
si:dkeyp-86c4.1	4.880052905	36.75059569	20.62410184	16.20100582	13.67599595	20.5202952	38.51764996	29.64564432	30.93691319	12.80860745
si:dkeyp-87d1.1	3.219044623	2.2973925	17.60716962	4.267491364	6.546755582	17.48441233	13.1186149	63.86412286	58.70265035	23.04516968
si:dkeyp-90h9.1	0.746947974	2.271772806	3.279652763	2.520299195	2.571629795	7.175755276	19.85568054	28.72109724	83.96400671	101.5759128
si:zfos-451d2.2	0.291545833	2.595158607	0.450303795	0.120692781	4.880194168	2.035715524	16.17315754	5.1604594	18.80639	7.917899377
zgc:173607	3.037238765	11.81874678	3.772551637	3.948310756	13.35085388	14.91989039	10.65513273	39.97552726	13.05987672	28.13815785
zgc:173702	5.241709359	3.34051753	12.93284465	11.60696036	5.611166337	31.11311868	19.43302305	29.75925367	2.419733216	0.513110001
zgc:173705	31.9124282	190.4679104	36.30483386	49.16621677	84.44315609	82.03428928	237.7390151	69.97167159	65.1160009	43.37308117
zgc:173705-1	19.65358517	73.63213052	58.02166139	57.95917253	61.1392416	139.9040959	122.3120296	169.9583287	100.5713905	35.4524038
zgc:173705-2	57.87864149	256.3372406	158.6454666	141.5834594	191.2827724	146.4670995	115.8248034	145.5106928	174.3365254	69.45114283
zgc:173709	567.0188182	2749.750919	1097.574549	900.940068	1202.814308	925.7553873	2726.747501	676.4402344	1919.864673	186.3712616
zgc:173714	15.09641723	177.9705815	140.4804204	203.7538971	9.165327412	345.4133094	13.30402102	417.5401603	278.1807334	113.5427546
zgc:173720	0.61193091	1.023999628	1.771787345	0	1.427667988	3.314270731	1.49655789	3.106944534	1.776830282	0
zgc:174275	86.26302244	355.5434293	132.9674222	117.7751994	240.2252996	201.5397072	242.9928089	463.6855054	131.9962243	80.66612234
zgc:174314	6.927963966	39.06743284	27.8256219	22.15818503	22.60258353	27.71975386	99.22542043	101.9642223	52.45621546	37.09935864
zgc:174650	9.312402829	36.40195901	13.37009435	18.02809503	40.7600765	17.19334347	147.0710408	54.73352061	30.28337688	34.18937365
zgc:174696	58.94533803	131.6236546	87.22558917	44.41172046	144.7233892	110.5791246	611.6343933	125.762551	67.07311349	28.104331
zgc:174698-2	1.024195383	5.320704213	3.639655136	3.08227089	1.592300831	5.679886725	2.136838163	0	2.521801404	0
zgc:174703	74.17838165	273.771631	55.70480327	83.85307624	193.6814908	120.7200774	185.8481691	197.6876546	101.6278379	103.1813527
zgc:174704	24.61438241	170.0885992	91.44922377	73.60120874	51.85745117	130.3128535	273.808298	61.39221202	72.45899826	17.68636196
zgc:174944	0.316156154	0.562629817	3.449085901	1.19685571	3.842693288	7.069974649	12.01370775	35.18743183	67.13345515	28.08481352
zgc:194906	2.878281472	4.047628606	3.510041447	2.424121152	5.445500909	7.719869697	46.05462076	28.87688379	44.52447636	26.53602279
znf1016	59.80003007	221.1970682	100.6295854	78.54506255	112.0045221	99.20690419	231.0124573	180.7744514	140.6825072	88.88199944
znf1018	1.376163236	5.016292656	6.393623331	3.95325778	4.806339996	7.449811786	30.48624484	14.11962739	9.653708452	17.47927129
znf1020	58.53471179	167.2461001	149.3653644	108.5142782	185.747307	184.4355187	295.7032862	423.6779763	272.9995757	187.6746253
znf1021	38.83020393	106.2259848	69.11194533	34.13505294	79.04736414	102.6421259	171.4541475	218.6360448	138.7482243	55.89049103
znf1021-1	4.694362491	16.48747513	17.34182249	4.256362915	12.44165076	8.953641013	16.4260064	32.43610556	39.78452285	4.852603399
znf1023	0.860110704	2.651884246	0.957322755	1.142676152	3.364459676	3.488139206	20.11233241	4.585586317	3.374122523	4.355248308
znf1023-1	0.67800975	2.240137352	8.02415158	3.347229972	1.519020899	8.734395664	3.720384532	9.269824539	10.72353851	5.80427535
znf1026-1	48.24172343	100.5275583	116.8205238	126.5443538	131.3960737	231.2920192	324.2819228	942.5867327	266.1898153	424.4654038
znf1027	28.25113988	64.18681951	43.72275142	68.37182743	106.4662908	148.1256144	292.8697546	341.6852253	122.5697433	172.3941114
znf1029	8.472221451	22.41769209	19.36352981	34.5181479	34.41981121	83.56295686	71.50790766	476.9577542	114.054018	127.9046244
znf1033	2.513881079	18.13524103	25.6853592	8.754967334	18.09388015	27.36356551	99.79871142	68.10073561	44.20831056	14.09449809
znf1034	90.9344982	662.9977237	295.9387339	172.1902774	321.4576922	311.3328996	590.7434983	461.9203314	422.3159512	137.3248082
znf1036	40.50220427	288.4285098	166.2055183	102.1240442	164.3586556	204.6815513	479.749654	356.5880783	381.3005496	184.7313403
znf1037	9.50580734	23.25105421	20.43526578	15.21677474	27.92007744	29.63381049	61.55462696	86.86821656	32.18877271	32.51489297
znf1038	10.04393847	29.64570595	47.80449283	28.2771075	35.95202336	50.00400825	36.38999384	118.5818208	69.02127932	59.61883413
znf1039	21.79663853	53.17826522	26.47364884	47.13008051	70.68117349	85.06621408	216.3768179	247.0171993	82.94618657	76.7914906
znf1040	243.0828036	992.1814624	637.8628413	413.9719111	536.7365754	568.4957231	336.1252291	661.5384161	528.2686735	228.7732784
znf1044	0.49276367	0.222162971	0.848322934	0	0.135897252	0.553097402	0	0.701360691	0	0
znf1045	2.763612465	8.223717122	6.217209622	7.381124574	14.39805515	18.39050192	3.881504584	49.24848509	7.342718556	23.85410627
znf1046	0.924029577	2.667345716	1.709617044	0	1.785132961	1.315579945	20.98257635	4.34816395	3.988453701	0
znf1047-1	0.281989836	0.853392743	1.019162668	0.278140897	0	0.973738127	10.1711841	0.730140113	3.830003639	1.053357974
znf1048	38.70658433	104.6415294	56.24919718	34.85424156	79.72121729	50.82272339	215.5985341	112.4471923	42.53530343	48.34349232
znf1049	18.20927738	76.44518237	39.91181663	70.01639919	59.17763676	80.12166219	91.31065542	111.0450696	78.82125517	59.54039095
znf1050	79.85218869	376.4460359	185.5934901	169.1650804	175.6414533	201.5338084	141.8846014	267.9172669	173.5324341	100.0418021
znf1051	17.59169289	79.32962764	43.53233319	32.49658887	55.03653242	75.32700685	52.75209838	103.8597335	83.42728668	26.12290084
znf1053	39.0345515	261.2272837	46.62510321	65.91395399	92.32384588	48.12817053	167.7700314	43.9080775	89.67342106	23.49746459
znf1053-1	68.2103175	525.6552735	27.53332814	37.81395162	182.6516342	32.92381151	102.5699986	29.30957025	24.17162758	15.84332635
znf1056	9.77429984	16.98504274	12.52946831	10.85516576	27.54303502	31.77948011	8.437622059	74.39995121	27.81955207	11.31791449
znf1057	7.637652237	36.52361111	36.39274723	23.57217246	33.96064532	30.83110152	63.60723107	22.26449665	58.94242931	12.04714757
znf1058	6.338057635	14.27977033	11.71622605	3.211287385	6.060148297	5.538399469	9.544105182	7.449731217	7.178730797	8.054131646
znf1060	58.50785173	235.1489163	128.6165396	107.6400978	64.95931285	183.1246229	85.90132453	198.6260882	91.68087188	54.89997811
znf1061	4.662435138	3.562885335	2.171322077	1.598293591	2.314333859	0.913578898	2.032178122	0	0.934754098	0
znf1062	28.6023804	87.68754753	65.04898619	64.34176567	34.68044454	64.46221138	191.7484859	91.37122209	65.74288552	78.30803419
znf1063	125.4670769	379.1263993	161.2187538	70.14049612	90.31527108	142.4416946	99.08803465	134.7088729	76.95116718	19.76933419
znf1064	7.045704171	15.86515504	10.0999067	2.83725891	8.75808156	11.7959852	25.01046787	12.69512193	26.38518102	3.736683065
znf1066	100.7794996	419.753096	146.9300255	118.6863701	134.5844147	144.8592493	56.23340808	161.0177857	80.691368	28.00472052
znf1068	12.789492	16.31813231	37.40793832	16.84806034	19.57027191	91.74391606	322.9461926	54.76816863	89.94859489	11.52689727
znf1069	5.673896031	41.1066807	18.54532103	8.21411969	20.28598364	15.62181835	18.52706865	23.97095337	37.65577496	14.92050376
znf1070	7.397560266	36.42404493	7.973541017	2.991147692	15.12689899	3.44852326	34.40130646	1.437747781	1.710571453	5.620988782
znf1071	0.203223105	3.298261328	2.875800735	0.468208673	0.239975068	2.98182355	7.32353427	0	8.737507684	3.155641519
znf1072	111.4471472	206.0134327	145.8303167	143.1621433	333.4457953	334.9985309	350.1616475	757.1353348	243.7042611	216.4875385
znf1073	35.67132283	198.6163513	74.60479475	80.79246348	150.3607689	114.1179309	319.5338656	191.3423922	143.9276475	80.64376814
znf1074	20.78386228	104.2026374	38.89225897	23.16740326	34.0928384	27.80788453	16.98623147	39.30656064	24.52276747	28.23209672
znf1077	56.17044755	278.939154	133.7674785	168.6620484	174.3529901	315.0927323	106.4300876	427.025437	302.8161217	67.56448514
znf1078	4.199737647	10.96416116	16.83592592	5.091756319	9.676452329	14.34662819	76.81245872	16.25983877	39.62179757	13.0323071
znf1079	23.80318751	122.674285	22.85152767	20.81375341	69.73174503	56.92877888	39.80733428	90.08135761	33.12680985	17.24282444
znf1080	8.90264993	16.26404707	15.74689133	12.06954127	21.56722989	23.98031418	37.36485248	50.34624047	29.78687081	39.09641651
znf1082	17.42328224	81.78807153	31.72615936	54.91906288	85.23271061	80.14270121	110.6750025	146.9059684	112.1472726	96.8744427
znf1084	10.17048796	32.35967909	15.04027202	17.34986151	28.9590661	30.20704003	41.71156725	34.73468872	36.0004003	24.01618852
znf1085-1	10.9764279	62.51187926	13.79826321	22.08283272	29.96101138	37.09868599	133.0626049	54.70037873	37.88369343	30.16397647
znf1089-1	4.583423041	25.60109607	6.143550516	6.692225177	19.59786284	10.6206526	53.42367426	13.27283879	6.267782401	12.88065263
znf1091	10.62469649	28.28236153	15.63721458	16.81855843	26.43920947	40.9219454	111.0868737	96.97060213	49.69906943	27.74589265
znf1091-1	1.588082996	17.36743652	3.425546993	3.545779365	4.865914836	5.645647284	75.71952419	11.88365895	7.886500265	6.792492262
znf1092	19.47908285	115.3431009	30.85731568	79.45620137	95.58143922	151.3264434	185.6411745	71.8360112	107.9821265	45.19814186
znf1093	9.439726781	51.12817801	13.81240081	12.42621342	49.70006028	25.50555968	57.54735454	25.92324452	32.22670246	19.84620721
znf1094	117.0981046	746.122489	280.7028193	224.3220425	357.6841322	456.3446302	625.0727068	529.9643396	425.8851295	204.2686766
znf1095	53.99105079	359.5104793	148.4027411	198.1779758	185.4689341	364.2901671	125.8957917	507.6187798	245.7607899	224.5998514
znf1097	11.12131669	14.94050998	26.73214701	20.32648147	24.52536949	23.85188121	84.75525974	81.82600001	33.83548455	31.4765507
znf1098	18.94664294	48.05512224	43.60478276	49.6197897	78.01419662	92.03401352	186.0338312	156.8813016	119.9001372	63.96969082
znf1099-1	37.10523045	124.2618482	107.2321245	88.04839099	59.09070253	155.7616815	118.2425008	373.0597902	113.4008207	132.1566907
znf1100	1.169047089	3.071440481	2.879595116	2.476890717	5.011118345	5.840850416	6.411434056	7.58159477	6.110951303	0
znf1102	43.05291346	231.1628455	55.65410067	78.01275562	169.3269933	94.96985014	285.8385217	114.481852	213.2617784	127.1103117
znf1102-1	7.752024491	27.46339762	24.00303332	13.49859461	25.00261009	25.71082747	72.3324014	42.55585606	23.24450647	31.18925162
znf1103	9.408590047	30.45461789	17.43413732	19.53939561	21.21324609	40.93934064	66.71139507	45.97138676	64.93297035	58.55891694
znf1104	13.9916398	48.94888348	69.32494251	58.57264086	51.85406743	120.9997851	275.7873451	332.6562476	276.658028	330.4568268
znf1104-1	6.242476691	45.63291711	19.12919338	26.62332646	39.33996679	50.20944762	76.24952403	250.4487184	69.8971394	52.61549388
znf1105	15.89656998	52.55397018	55.96334457	93.24256978	64.20593415	162.8499331	129.782166	230.241687	62.89943477	55.61087647
znf1106	3.085351397	14.44914061	6.217388711	3.717783993	10.01408036	8.333228904	109.1321266	28.51563465	12.95496438	1.354962116
znf1107	3.056956006	4.675856448	8.17864023	0.570007506	7.126075102	4.906256814	40.13063426	19.47749916	7.527027996	0
znf1108-1	2.641169594	9.410811909	3.855267926	3.259042457	12.09571008	7.720853791	116.3692286	10.37780924	4.241755187	11.83773801
znf1109	44.31116468	129.7480012	61.33905801	45.27301287	99.20909824	97.39041756	282.7241491	139.5642126	97.22922914	67.75718409
znf1109-1	5.766513719	13.17625695	21.71318616	13.77294535	16.95843482	20.72622946	79.04929194	64.54310735	28.95687937	21.12078531
znf1110	32.51334524	87.55858351	70.94507816	22.54089317	96.41840176	97.46756599	206.8900294	108.6496462	51.27970219	22.68647859
znf1113	54.38885181	261.9334304	129.4499848	143.1718675	197.5357458	230.8504366	393.2770026	252.9860901	371.9985971	149.4855365
znf1115	21.00218762	35.98173516	32.83059695	48.08291618	73.35641387	98.22661372	87.4869922	492.6085627	100.9460375	203.3754024
znf1115-1	26.20243355	60.0324791	80.03334379	48.52786189	67.78476882	166.5155816	428.8399482	512.3837851	150.7725053	147.1612153
znf1116	21.93578587	89.54367761	93.22812013	36.91837965	15.6749763	88.63963643	342.928559	201.3352643	57.00902292	30.60786233
znf1118	68.56737486	258.6467826	116.9859802	182.2389121	266.3058136	264.1819115	427.6515136	535.1886792	233.7234491	179.8365147
znf1118-1	2.121288749	10.09282345	4.355302172	4.300507392	4.297772909	8.457887477	17.81665763	4.189614157	4.794222298	3.750613135
znf1121-1	1.152350485	5.369572859	6.765352248	6.541491551	2.644635865	6.614025094	19.9883955	24.60839808	18.22020065	2.384626711
znf1122	52.81855147	144.2277395	99.02285131	160.810003	284.8304491	228.6329174	673.2052391	577.6177809	544.5782953	424.750128
znf1126	1.238440291	2.801643573	1.087135041	1.619545317	4.159386488	1.766826354	2.006907978	10.02705916	2.717082232	0.571069686
znf1127	4.405165721	30.32885862	34.90125819	49.45126145	23.5658001	74.73937712	117.7584139	57.39432095	129.3028129	31.76880037
znf1127-1	4.887788628	23.87841498	16.7412782	13.65658753	21.68972665	16.72999269	14.64354659	37.4089948	20.16938524	13.01509102
znf1129	18.4989201	80.30716229	20.42482026	34.0654816	63.21342966	108.297379	132.6667545	317.6105873	81.60593237	88.0434547
znf1130	60.88972631	332.2389014	160.7355093	149.7909268	192.955789	429.9002851	235.869816	598.5506649	391.6814015	141.4820259
znf1131	32.87903882	138.0664934	101.0955893	27.63596737	102.1943049	175.1563132	141.7622927	201.0527258	283.6243725	24.3673944
znf1132	9.757807723	28.95095298	19.23963324	21.82311233	32.14666164	39.67228602	54.82662314	45.27351631	59.18676307	12.88924577
znf1133	226.2935902	1083.185431	786.2132091	483.2101296	505.7116378	853.4398855	502.1440623	873.5979498	651.2850591	308.6727171
znf1135	5.836947877	20.5564024	12.88650492	10.23002855	17.36255541	35.74504505	46.71045563	55.05318924	45.30913384	14.56952177
znf1136	88.13144123	486.7678822	176.5857307	230.9436063	266.6681929	226.8536402	252.1603213	499.344369	298.0897098	216.7827232
znf1137	3.5947153	13.4370872	15.00251755	7.57699225	7.590909487	6.171547032	39.7704896	21.24285175	16.16952049	8.409963115
znf1137-1	21.78797195	111.2537252	11.5371042	9.862431907	20.42540635	13.25488783	207.3971351	26.44636203	10.68834788	17.61500914
znf1138	0.749914962	2.970094723	3.511360814	0.893671264	0.308508654	1.603170519	9.425082199	8.446319002	3.16638634	1.091703023
znf1139	2.975225836	9.336291359	5.27615103	15.63399266	5.615773035	12.47127151	33.62574069	36.66580238	10.99783088	15.13325556
znf1141	30.32979092	68.2870078	122.5284967	44.25008161	98.14419509	100.252186	122.9849959	320.7851965	156.0977556	133.5387699
znf1145	11.75415452	11.62456341	25.34810799	15.79497529	20.60666489	16.76564288	18.1388705	46.83147186	9.231068125	31.52698241
znf1146	2.258357419	2.724500746	5.417386126	1.224672132	2.070192423	8.289600325	7.228626539	12.46494189	2.907153703	4.390929705
znf1147	29.39553987	257.4491477	28.77145958	53.13494533	104.4292542	42.92749615	266.6746798	56.33350919	27.73570187	27.49405931
znf1148	43.76902247	280.5767174	63.52391555	50.09749914	112.3625599	106.3138018	527.406823	207.3324911	53.08984663	47.39021067
znf1149	0	0	2.290962971	0.873726448	0	0	0	1.775883715	0	0
znf569l	30.53076806	102.3486494	72.19615962	108.1302994	90.34706297	149.5276044	131.2169762	273.6710421	245.8485543	169.0122486
znf972	20.65603134	49.3023659	22.06046375	27.44100512	90.63082345	71.62654712	145.5887278	365.4728824	133.9043005	149.1184477
znf973	16.25819601	98.38254929	30.43475306	49.81002011	61.07767887	74.58721673	136.9975024	304.160078	115.9519905	127.8521152
znf974	9.057916411	30.81217407	45.23951953	33.62200143	57.14866829	91.99230623	232.7293482	259.532982	89.70929383	52.51226563
znf974-1	1.136764545	3.691510974	2.376619393	2.045972551	2.755402407	6.941925951	13.10821261	12.79925175	6.618262086	0.848536284
znf976	1.59956638	8.1593897	4.204948201	5.156848833	6.076379664	8.954153403	10.50770516	10.39587596	11.57660286	9.410312704
znf977	81.35477117	324.5574138	78.9486764	28.16279331	295.5069269	92.20652487	616.5897831	174.9500578	79.44247546	39.97371418
